,,,Ksenia's TRUE count,Roy's True count,Ksenia's != Roy's
Ra4#,Ra4#,Ra4#,TRUE,TRUE,TRUE
Qxg2#,,garbage,FALSE,FALSE,TRUE
Qxh7#,Qxh7#,Qxh7#,TRUE,TRUE,TRUE
Qxg7#,Qxg7#,Qxg7#,TRUE,TRUE,TRUE
Rg1#,Qf3#,Qf3#,FALSE,FALSE,TRUE
Nf6#,Bf7#,Bf7#,FALSE,FALSE,TRUE
Qb4#,Qa6#,Qa6#,FALSE,FALSE,TRUE
Rh1#,Rh1#,Rh1#,TRUE,TRUE,TRUE
Qg7#,Qg7#,Qg7#,TRUE,TRUE,TRUE
Qf6#,Qf6#,Qf6#,TRUE,TRUE,TRUE
Qg2#,Qg2#,Qg2#,TRUE,TRUE,TRUE
Qf8#,Qf8#,Qf8#,TRUE,TRUE,TRUE
Rb8#,Rb8#,Rb8#,TRUE,TRUE,TRUE
Rf1#,Rf1#,Rf1#,TRUE,TRUE,TRUE
Qxg2#,,garbage,FALSE,FALSE,TRUE
Qxf8#,Qxf8#,Qxf8#,TRUE,TRUE,TRUE
Qxf5#,Qxf5#,Qxf5#,TRUE,TRUE,TRUE
Qxh7#,Qxh7#,Qxh7#,TRUE,TRUE,TRUE
Qxg7#,Qxg7#,Qxg7#,TRUE,TRUE,TRUE
Qb7#,Qb7#,Qb7#,TRUE,TRUE,TRUE
Qxh2#,,garbage,FALSE,FALSE,TRUE
Rh1#,Rh1#,Rh1#,TRUE,TRUE,TRUE
Rh2#,Rf1#,Rf1#,FALSE,FALSE,TRUE
Qe6#,Qe6#,Qe6#,TRUE,TRUE,TRUE
Qxh2#,,garbage,FALSE,FALSE,TRUE
Qxf2#,Qxf2#,Qxf2#,TRUE,TRUE,TRUE
Qfc3#,Qfc3#,Qfc3#,TRUE,TRUE,TRUE
Qxf3#,Qxf3#,Qxf3#,TRUE,TRUE,TRUE
Qxg1#,,garbage,FALSE,FALSE,TRUE
Qxc7#,Qxc7#,Qxc7#,TRUE,TRUE,TRUE
Qf8#,Qf8#,Qf8#,TRUE,TRUE,TRUE
f4#,,garbage,FALSE,FALSE,TRUE
Qg2#,Qg2#,Qg2#,TRUE,TRUE,TRUE
Qg5#,Qg5#,Qg5#,TRUE,TRUE,TRUE
Qxf8#,Qxf8#,Qxf8#,TRUE,TRUE,TRUE
Rg8#,Rg8#,Rg8#,TRUE,TRUE,TRUE
Bg2#,Qg1#,Qg1#,FALSE,FALSE,TRUE
Be3#,,garbage,FALSE,FALSE,TRUE
Rg1#,Rg1#,Rg1#,TRUE,TRUE,TRUE
Qb7#,Qb7#,Qb7#,TRUE,TRUE,TRUE
Qxg2#,,garbage,FALSE,FALSE,TRUE
Qh7#,Bh7#,Bh7#,FALSE,FALSE,TRUE
Bf7#,,garbage,FALSE,FALSE,TRUE
Qg4#,,garbage,FALSE,FALSE,TRUE
Re6#,Re6#,Re6#,TRUE,TRUE,TRUE
Qxf7#,Qxf7#,Qxf7#,TRUE,TRUE,TRUE
Qb2#,,garbage,FALSE,FALSE,TRUE
Rh8#,Rf6#,Rf6#,FALSE,FALSE,TRUE
Nf6#,Rh8#,Rh8#,FALSE,FALSE,TRUE
Qg8#,,garbage,FALSE,FALSE,TRUE
Qxf2#,Qxf2#,Qxf2#,TRUE,TRUE,TRUE
Qxh2#,,garbage,FALSE,FALSE,TRUE
Qf6#,Qf6#,Qf6#,TRUE,TRUE,TRUE
Ra7#,Ra7#,Ra7#,TRUE,TRUE,TRUE
Qe2#,Nxf3#,Nxf3#,FALSE,FALSE,TRUE
Qh8#,Qh8#,Qh8#,TRUE,TRUE,TRUE
Qxe8#,Qxe8#,Qxe8#,TRUE,TRUE,TRUE
Rxc8#,Rxc8#,Rxc8#,TRUE,TRUE,TRUE
Re1#,Rc1#,Rc1#,FALSE,FALSE,TRUE
Qe7#,,garbage,FALSE,FALSE,TRUE
Qh5#,Qh5#,Qh5#,TRUE,TRUE,TRUE
Rxd8#,Qe7#,Qe7#,FALSE,FALSE,TRUE
Qxg2#,,garbage,FALSE,FALSE,TRUE
Qxh2#,,garbage,FALSE,FALSE,TRUE
Qxg2#,,garbage,FALSE,FALSE,TRUE
Qd2#,Qf3#,Qf3#,FALSE,FALSE,TRUE
Rc8#,Rc8#,Rc8#,TRUE,TRUE,TRUE
Qg7#,Qg7#,Qg7#,TRUE,TRUE,TRUE
Qh7#,Qh7#,Qh7#,TRUE,TRUE,TRUE
Qf7#,Qf7#,Qf7#,TRUE,TRUE,TRUE
Qh7#,Qh7#,Qh7#,TRUE,TRUE,TRUE
Qxd8#,Qxd8#,Qxd8#,TRUE,TRUE,TRUE
Qc1#,Qc1#,Qc1#,TRUE,TRUE,TRUE
Rf1#,Rf1#,Rf1#,TRUE,TRUE,TRUE
Qe7#,Qe7#,Qe7#,TRUE,TRUE,TRUE
Qf4#,,garbage,FALSE,FALSE,TRUE
Rf1#,Qg2#,Qg2#,FALSE,FALSE,TRUE
Qxg2#,,garbage,FALSE,FALSE,TRUE
g8=Q#,Rh8#,Rh8#,FALSE,FALSE,TRUE
Qxe1#,Qxb2#,Qxb2#,FALSE,FALSE,TRUE
Qxg2#,,garbage,FALSE,FALSE,TRUE
Qxc6#,Qxc6#,Qxc6#,TRUE,TRUE,TRUE
Rxh2#,Rxh2#,Rxh2#,TRUE,TRUE,TRUE
Qe1#,Qe1#,Qe1#,TRUE,TRUE,TRUE
Qg4#,Qg4#,Qg4#,TRUE,TRUE,TRUE
Qd8#,,garbage,FALSE,FALSE,TRUE
e8=Q#,e8=Q#,garbage,TRUE,FALSE,FALSE
Rf6#,Qd5#,Qd5#,FALSE,FALSE,TRUE
Bd6#,,garbage,FALSE,FALSE,TRUE
Qxg7#,Qxg7#,Qxg7#,TRUE,TRUE,TRUE
Re8#,Re8#,Re8#,TRUE,TRUE,TRUE
Rd1#,Qc1#,Qc1#,FALSE,FALSE,TRUE
Qxf7#,Qxf7#,Qxf7#,TRUE,TRUE,TRUE
Qxd2#,Qxd2#,Qxd2#,TRUE,TRUE,TRUE
Rxg4#,Rxg4#,Rxg4#,TRUE,TRUE,TRUE
Qxg7#,Qxg7#,Qxg7#,TRUE,TRUE,TRUE
Qg2#,Qg2#,Qg2#,TRUE,TRUE,TRUE
Qc8#,Qc8#,Qc8#,TRUE,TRUE,TRUE
Qxf2#,Qxf2#,Qxf2#,TRUE,TRUE,TRUE
Rf8#,Rf8#,Rf8#,TRUE,TRUE,TRUE
Qxf7#,Qxf7#,Qxf7#,TRUE,TRUE,TRUE
Qd1#,Qd1#,Qd1#,TRUE,TRUE,TRUE
Qxg2#,,garbage,FALSE,FALSE,TRUE
Re8#,Re8#,Re8#,TRUE,TRUE,TRUE
Qxg2#,,garbage,FALSE,FALSE,TRUE
Qxh7#,Qxh7#,Qxh7#,TRUE,TRUE,TRUE
Re8#,,garbage,FALSE,FALSE,TRUE
Rxd8#,Qc7#,Qc7#,FALSE,FALSE,TRUE
Qb7#,,garbage,FALSE,FALSE,TRUE
Rh8#,Rh8#,Rh8#,TRUE,TRUE,TRUE
Bf3#,Qh3#,Qh3#,FALSE,FALSE,TRUE
Qc7#,Qe7#,Qe7#,FALSE,FALSE,TRUE
Ra2#,Ra2#,Ra2#,TRUE,TRUE,TRUE
Qf2#,Qf2#,Qf2#,TRUE,TRUE,TRUE
Qh7#,,garbage,FALSE,FALSE,TRUE
Qxe8#,Qxe8#,Qxe8#,TRUE,TRUE,TRUE
Qxh7#,Qxh7#,Qxh7#,TRUE,TRUE,TRUE
Qxf8#,Qxf8#,Qxf8#,TRUE,TRUE,TRUE
Qg7#,Qg7#,Qg7#,TRUE,TRUE,TRUE
Rxf1#,,garbage,FALSE,FALSE,TRUE
Qg7#,Qg7#,Qg7#,TRUE,TRUE,TRUE
Rh4#,Rh4#,Rh4#,TRUE,TRUE,TRUE
Qg2#,Qg2#,Qg2#,TRUE,TRUE,TRUE
Qxf3#,Qxf3#,Qxf3#,TRUE,TRUE,TRUE
Qg2#,Qg2#,Qg2#,TRUE,TRUE,TRUE
b5#,b5#,b5#,TRUE,TRUE,TRUE
Qh7#,Qh7#,Qh7#,TRUE,TRUE,TRUE
Re7#,Qd4#,Qd4#,FALSE,FALSE,TRUE
Qf8#,Qf8#,Qf8#,TRUE,TRUE,TRUE
Qxh2#,,garbage,FALSE,FALSE,TRUE
Qxg2#,,garbage,FALSE,FALSE,TRUE
Qg7#,Qg7#,Qg7#,TRUE,TRUE,TRUE
Rg6#,Rg6#,Rg6#,TRUE,TRUE,TRUE
Qxa7#,Qxa7#,Qxa7#,TRUE,TRUE,TRUE
Rd1#,Rd1#,Rd1#,TRUE,TRUE,TRUE
Qxf7#,Qxf7#,Qxf7#,TRUE,TRUE,TRUE
Qe1#,Qe1#,Qe1#,TRUE,TRUE,TRUE
Qh6#,Qh7#,Qh7#,FALSE,FALSE,TRUE
Qxh7#,Qxh7#,Qxh7#,TRUE,TRUE,TRUE
Re1#,,garbage,FALSE,FALSE,TRUE
Qxf2#,Qxf2#,Qxf2#,TRUE,TRUE,TRUE
Ra1#,Ra1#,Ra1#,TRUE,TRUE,TRUE
Qxh7#,Qxh7#,Qxh7#,TRUE,TRUE,TRUE
Qf8#,Qf8#,Qf8#,TRUE,TRUE,TRUE
Qf2#,Qf2#,Qf2#,TRUE,TRUE,TRUE
e8=Q#,e8=Q#,garbage,TRUE,FALSE,FALSE
Rb3#,Rb3#,Rb3#,TRUE,TRUE,TRUE
Qd4#,Qd4#,Qd4#,TRUE,TRUE,TRUE
Re7#,Re7#,Re7#,TRUE,TRUE,TRUE
Qxh7#,Qxh7#,Qxh7#,TRUE,TRUE,TRUE
Qxg7#,Qxg7#,Qxg7#,TRUE,TRUE,TRUE
Qxf2#,Qxf2#,Qxf2#,TRUE,TRUE,TRUE
Ra7#,Ra7#,Ra7#,TRUE,TRUE,TRUE
hxg8=Q#,,garbage,FALSE,FALSE,TRUE
Qxg2#,,garbage,FALSE,FALSE,TRUE
Bg6#,Qxg7#,Qxg7#,FALSE,FALSE,TRUE
Qxf7#,Qxf7#,Qxf7#,TRUE,TRUE,TRUE
Qg1#,Qg1#,Qg1#,TRUE,TRUE,TRUE
Ng3#,,garbage,FALSE,FALSE,TRUE
Qb2#,Qb2#,Qb2#,TRUE,TRUE,TRUE
Qh7#,Qh7#,Qh7#,TRUE,TRUE,TRUE
Qe7#,Qe7#,Qe7#,TRUE,TRUE,TRUE
Qh8#,,garbage,FALSE,FALSE,TRUE
Qf7#,Qf7#,Qf7#,TRUE,TRUE,TRUE
Qxe6#,,garbage,FALSE,FALSE,TRUE
Qc6#,Qc6#,Qc6#,TRUE,TRUE,TRUE
Bg5#,Bg5#,Bg5#,TRUE,TRUE,TRUE
Rc8#,Rc8#,Rc8#,TRUE,TRUE,TRUE
Qe8#,Qe8#,Qe8#,TRUE,TRUE,TRUE
Qxg2#,,garbage,FALSE,FALSE,TRUE
Qf7#,Qf7#,Qf7#,TRUE,TRUE,TRUE
f3#,,garbage,FALSE,FALSE,TRUE
Bg6#,Bg6#,Bg6#,TRUE,TRUE,TRUE
Qh2#,Qh2#,Qh2#,TRUE,TRUE,TRUE
Qxf2#,Qxf2#,Qxf2#,TRUE,TRUE,TRUE
Qg3#,Qg3#,Qg3#,TRUE,TRUE,TRUE
Qh7#,Qh7#,Qh7#,TRUE,TRUE,TRUE
Qxa1#,Qxa1#,Qxa1#,TRUE,TRUE,TRUE
Qxf2#,Qxf2#,Qxf2#,TRUE,TRUE,TRUE
Qxb4#,,garbage,FALSE,FALSE,TRUE
R1h7#,R1h7#,h7#,TRUE,FALSE,FALSE
Qh4#,Qh4#,Qh4#,TRUE,TRUE,TRUE
Rf2#,,garbage,FALSE,FALSE,TRUE
Qc4#,Qc4#,Qc4#,TRUE,TRUE,TRUE
Qxf8#,Qxf8#,Qxf8#,TRUE,TRUE,TRUE
Qd4#,Qd4#,Qd4#,TRUE,TRUE,TRUE
Qh2#,Qh2#,Qh2#,TRUE,TRUE,TRUE
Qf7#,Qf7#,Qf7#,TRUE,TRUE,TRUE
Qxf7#,Qxf7#,Qxf7#,TRUE,TRUE,TRUE
Rh2#,Rh2#,Rh2#,TRUE,TRUE,TRUE
Qxh7#,Qxh7#,Qxh7#,TRUE,TRUE,TRUE
Qe8#,Qe8#,Qe8#,TRUE,TRUE,TRUE
Qxb2#,Qxb2#,Qxb2#,TRUE,TRUE,TRUE
Qxe7#,Qxe7#,Qxe7#,TRUE,TRUE,TRUE
Rh8#,Rh8#,Rh8#,TRUE,TRUE,TRUE
Rc1#,Rc1#,Rc1#,TRUE,TRUE,TRUE
Bxf6#,Bxf6#,Bxf6#,TRUE,TRUE,TRUE
Qc8#,Qc8#,Qc8#,TRUE,TRUE,TRUE
Rb8#,Rb8#,Rb8#,TRUE,TRUE,TRUE
f1=Q#,Qg1#,Qg1#,FALSE,FALSE,TRUE
Bxf7#,Qxf7#,Qxf7#,FALSE,FALSE,TRUE
Qxd8#,Qd8#,Qd8#,FALSE,FALSE,TRUE
Qxf2#,Qxf2#,Qxf2#,TRUE,TRUE,TRUE
Qh2#,Qh2#,Qh2#,TRUE,TRUE,TRUE
Rd8#,Rd8#,Rd8#,TRUE,TRUE,TRUE
Rxf6#,Qf5#,Qf5#,FALSE,FALSE,TRUE
Qb1#,Qb1#,Qb1#,TRUE,TRUE,TRUE
Rh8#,Ne7#,Ne7#,FALSE,FALSE,TRUE
Qc8#,Qc8#,Qc8#,TRUE,TRUE,TRUE
Qxh7#,Qxh7#,Qxh7#,TRUE,TRUE,TRUE
Qg7#,Qg7#,Qg7#,TRUE,TRUE,TRUE
Qh5#,Qh5#,Qh5#,TRUE,TRUE,TRUE
Rc1#,Rc1#,Rc1#,TRUE,TRUE,TRUE
Qxh2#,,garbage,FALSE,FALSE,TRUE
Rxe6#,Rxe6#,Rxe6#,TRUE,TRUE,TRUE
Rh6#,Rh6#,Rh6#,TRUE,TRUE,TRUE
Qe4#,Qe4#,Qe4#,TRUE,TRUE,TRUE
Rf4#,Re4#,Re4#,FALSE,FALSE,TRUE
Rd1#,,garbage,FALSE,FALSE,TRUE
Qxg7#,Qxg7#,Qxg7#,TRUE,TRUE,TRUE
Qf2#,,garbage,FALSE,FALSE,TRUE
Rf7#,Rf7#,Rf7#,TRUE,TRUE,TRUE
Qxd1#,Qxd1#,Qxd1#,TRUE,TRUE,TRUE
f6#,f6#,f6#,TRUE,TRUE,TRUE
Qxh3#,,garbage,FALSE,FALSE,TRUE
Rxa2#,Rxa2#,Rxa2#,TRUE,TRUE,TRUE
Qd8#,Qd8#,Qd8#,TRUE,TRUE,TRUE
Qc2#,Qc2#,Qc2#,TRUE,TRUE,TRUE
Qxf1#,Qxf1#,Qxf1#,TRUE,TRUE,TRUE
Rb1#,Rb1#,Rb1#,TRUE,TRUE,TRUE
Qg8#,Qg8#,Qg8#,TRUE,TRUE,TRUE
Qf7#,Qf7#,Qf7#,TRUE,TRUE,TRUE
Rxh2#,Rxh2#,Rxh2#,TRUE,TRUE,TRUE
Qxh3#,,garbage,FALSE,FALSE,TRUE
Nf7#,Qe8#,Qe8#,FALSE,FALSE,TRUE
Rh8#,Rh8#,Rh8#,TRUE,TRUE,TRUE
Qh5#,Qf5#,Qf5#,FALSE,FALSE,TRUE
Qa3#,Qb2#,Qb2#,FALSE,FALSE,TRUE
Rb1#,Rb1#,Rb1#,TRUE,TRUE,TRUE
Bxf2#,Bxf2#,Bxf2#,TRUE,TRUE,TRUE
Qxg2#,,garbage,FALSE,FALSE,TRUE
Qxa6#,Qxa6#,Qxa6#,TRUE,TRUE,TRUE
g6#,g6#,g6#,TRUE,TRUE,TRUE
Rd1#,Rd1#,Rd1#,TRUE,TRUE,TRUE
Qh7#,Qh7#,Qh7#,TRUE,TRUE,TRUE
Nb5#,,garbage,FALSE,FALSE,TRUE
Qxf1#,Qxf1#,Qxf1#,TRUE,TRUE,TRUE
Qg2#,Qg2#,Qg2#,TRUE,TRUE,TRUE
Qe7#,Qe7#,Qe7#,TRUE,TRUE,TRUE
Qd1#,Qd1#,Qd1#,TRUE,TRUE,TRUE
Qxh7#,Qxh7#,Qxh7#,TRUE,TRUE,TRUE
Qc6#,Qc6#,Qc6#,TRUE,TRUE,TRUE
Qh8#,Qh8#,Qh8#,TRUE,TRUE,TRUE
Rgxg6#,Qh6#,Qh6#,FALSE,FALSE,TRUE
Qc7#,Qb6#,Qb6#,FALSE,FALSE,TRUE
Qgg7#,Qgg7#,Qgg7#,TRUE,TRUE,TRUE
f5#,f5#,f5#,TRUE,TRUE,TRUE
Qb5#,Qb5#,Qb5#,TRUE,TRUE,TRUE
Qxf7#,Qxf7#,Qxf7#,TRUE,TRUE,TRUE
Qa8#,Qxc7#,Qxc7#,FALSE,FALSE,TRUE
Qh2#,Qh2#,Qh2#,TRUE,TRUE,TRUE
Qxe1#,Qxe1#,Qxe1#,TRUE,TRUE,TRUE
Nxd3#,Nxd3#,Nxd3#,TRUE,TRUE,TRUE
Qg2#,Qg2#,Qg2#,TRUE,TRUE,TRUE
Qxg7#,Qxg7#,Qxg7#,TRUE,TRUE,TRUE
Qxf2#,Qxf2#,Qxf2#,TRUE,TRUE,TRUE
Qg2#,Qg2#,Qg2#,TRUE,TRUE,TRUE
Rh7#,,garbage,FALSE,FALSE,TRUE
Qg3#,Qh4#,Qh4#,FALSE,FALSE,TRUE
Qh8#,Qbf8#,Qbf8#,FALSE,FALSE,TRUE
Rh7#,,garbage,FALSE,FALSE,TRUE
Rxf2#,Rxf2#,Rxf2#,TRUE,TRUE,TRUE
Ra7#,Ra7#,Ra7#,TRUE,TRUE,TRUE
Qxb7#,Qxb7#,Qxb7#,TRUE,TRUE,TRUE
Qh3#,Qh3#,Qh3#,TRUE,TRUE,TRUE
Ba3#,Ba3#,Ba3#,TRUE,TRUE,TRUE
Qxd2#,Qxd2#,Qxd2#,TRUE,TRUE,TRUE
Rf8#,Rf8#,Rf8#,TRUE,TRUE,TRUE
Re3#,Rc2#,Rc2#,FALSE,FALSE,TRUE
Rb1#,Rb1#,Rb1#,TRUE,TRUE,TRUE
Qxf7#,Qxf7#,Qxf7#,TRUE,TRUE,TRUE
Qxh7#,Qxh7#,Qxh7#,TRUE,TRUE,TRUE
Qxf8#,Qxf8#,Qxf8#,TRUE,TRUE,TRUE
Qxf2#,Qxf2#,Qxf2#,TRUE,TRUE,TRUE
Qxg7#,Qxg7#,Qxg7#,TRUE,TRUE,TRUE
Rxa5#,,garbage,FALSE,FALSE,TRUE
Rc1#,Rc1#,Rc1#,TRUE,TRUE,TRUE
Qxf7#,Qh8#,Qh8#,FALSE,FALSE,TRUE
Qxb4#,Qxb4#,Qxb4#,TRUE,TRUE,TRUE
Qfh5#,Qfh5#,Qfh5#,TRUE,TRUE,TRUE
Ra8#,Ra8#,Ra8#,TRUE,TRUE,TRUE
Qh3#,Qh3#,Qh3#,TRUE,TRUE,TRUE
Qg7#,Qg7#,Qg7#,TRUE,TRUE,TRUE
Qxf3#,Qxf3#,Qxf3#,TRUE,TRUE,TRUE
Rh8#,Rh8#,Rh8#,TRUE,TRUE,TRUE
Qxe2#,Qxe2#,Qxe2#,TRUE,TRUE,TRUE
Qf7#,Qf7#,Qf7#,TRUE,TRUE,TRUE
Rh2#,Rh2#,Rh2#,TRUE,TRUE,TRUE
Qf6#,Qf8#,Qf8#,FALSE,FALSE,TRUE
Nxf5#,Re2#,Re2#,FALSE,FALSE,TRUE
Qd7#,Qe7#,Qe7#,FALSE,FALSE,TRUE
Qg7#,Qg7#,Qg7#,TRUE,TRUE,TRUE
Bf2#,Rh5#,Rh5#,FALSE,FALSE,TRUE
Qd2#,Qxc1#,Qxc1#,FALSE,FALSE,TRUE
Qe2#,Qe3#,Qe3#,FALSE,FALSE,TRUE
Qxg2#,,garbage,FALSE,FALSE,TRUE
Qd1#,,garbage,FALSE,FALSE,TRUE
Ng6#,Ng6#,Ng6#,TRUE,TRUE,TRUE
Qc7#,Qc7#,Qc7#,TRUE,TRUE,TRUE
Rxc1#,Rxc1#,Rxc1#,TRUE,TRUE,TRUE
Qa6#,Qa6#,Qa6#,TRUE,TRUE,TRUE
g7#,g7#,g7#,TRUE,TRUE,TRUE
Qd7#,,garbage,FALSE,FALSE,TRUE
Rf1#,Rf1#,Rf1#,TRUE,TRUE,TRUE
Qxd6#,,garbage,FALSE,FALSE,TRUE
R1c7#,R1c7#,c7#,TRUE,FALSE,FALSE
Bc1#,Nc2#,Nc2#,FALSE,FALSE,TRUE
Rh1#,Rh1#,Rh1#,TRUE,TRUE,TRUE
Rh8#,Rh8#,Rh8#,TRUE,TRUE,TRUE
Qh8#,Qh8#,Qh8#,TRUE,TRUE,TRUE
Qc3#,,garbage,FALSE,FALSE,TRUE
Qce5#,Qg3#,Qg3#,FALSE,FALSE,TRUE
Ra4#,Ra4#,Ra4#,TRUE,TRUE,TRUE
Qh7#,Qh7#,Qh7#,TRUE,TRUE,TRUE
Qf8#,Qf8#,Qf8#,TRUE,TRUE,TRUE
Qxc8#,Qxc8#,Qxc8#,TRUE,TRUE,TRUE
Re8#,Re8#,Re8#,TRUE,TRUE,TRUE
Qb7#,Rc8#,Rc8#,FALSE,FALSE,TRUE
Qb2#,Qb2#,Qb2#,TRUE,TRUE,TRUE
Qee1#,Qee1#,Qee1#,TRUE,TRUE,TRUE
Rxe8#,Rxe8#,Rxe8#,TRUE,TRUE,TRUE
Rd1#,Rd1#,Rd1#,TRUE,TRUE,TRUE
Rh1#,Rh1#,Rh1#,TRUE,TRUE,TRUE
Qxh7#,Qxh7#,Qxh7#,TRUE,TRUE,TRUE
Qf7#,Qf7#,Qf7#,TRUE,TRUE,TRUE
Qxh7#,Qxh7#,Qxh7#,TRUE,TRUE,TRUE
Rxe8#,Rxe8#,Rxe8#,TRUE,TRUE,TRUE
Ng2#,Ng2#,Ng2#,TRUE,TRUE,TRUE
Rxe6#,Rh6#,Rh6#,FALSE,FALSE,TRUE
Qxf8#,Qxf8#,Qxf8#,TRUE,TRUE,TRUE
Qd5#,Qd5#,Qd5#,TRUE,TRUE,TRUE
Ra1#,Ra1#,Ra1#,TRUE,TRUE,TRUE
Qxf7#,Qxf7#,Qxf7#,TRUE,TRUE,TRUE
Qxd1#,Qxd1#,Qxd1#,TRUE,TRUE,TRUE
Ra1#,Ra1#,Ra1#,TRUE,TRUE,TRUE
Rb8#,Rb8#,Rb8#,TRUE,TRUE,TRUE
Bxf7#,Bxf7#,Bxf7#,TRUE,TRUE,TRUE
Rg8#,Rg8#,Rg8#,TRUE,TRUE,TRUE
Qxh7#,Qxh7#,Qxh7#,TRUE,TRUE,TRUE
Qb2#,Qb2#,Qb2#,TRUE,TRUE,TRUE
R3g6#,R3g6#,g6#,TRUE,FALSE,FALSE
R1d6#,Re7#,Re7#,FALSE,FALSE,TRUE
Qg2#,Qg2#,Qg2#,TRUE,TRUE,TRUE
Qh1#,Qxf2#,Qxf2#,FALSE,FALSE,TRUE
Rf8#,Rb8#,Rb8#,FALSE,FALSE,TRUE
Qa7#,Qa7#,Qa7#,TRUE,TRUE,TRUE
Qb1#,Qb1#,Qb1#,TRUE,TRUE,TRUE
Rh3#,Qe2#,Qe2#,FALSE,FALSE,TRUE
Rxf1#,Rxf1#,Rxf1#,TRUE,TRUE,TRUE
Qxh2#,,garbage,FALSE,FALSE,TRUE
Rg7#,,garbage,FALSE,FALSE,TRUE
Qh7#,Qxg7#,Qxg7#,FALSE,FALSE,TRUE
Qb4#,Qb5#,Qb5#,FALSE,FALSE,TRUE
R4f3#,,garbage,FALSE,FALSE,TRUE
Qg5#,,garbage,FALSE,FALSE,TRUE
Qxf8#,Qxf8#,Qxf8#,TRUE,TRUE,TRUE
Qg7#,Qg7#,Qg7#,TRUE,TRUE,TRUE
Rh5#,Rh5#,Rh5#,TRUE,TRUE,TRUE
Re1#,Re1#,Re1#,TRUE,TRUE,TRUE
Qh2#,Qh2#,Qh2#,TRUE,TRUE,TRUE
Qg2#,Qg2#,Qg2#,TRUE,TRUE,TRUE
Rh4#,Rh4#,Rh4#,TRUE,TRUE,TRUE
Nc2#,Nc2#,Nc2#,TRUE,TRUE,TRUE
g3#,g3#,g3#,TRUE,TRUE,TRUE
Qxf8#,,garbage,FALSE,FALSE,TRUE
Qh7#,Qh7#,Qh7#,TRUE,TRUE,TRUE
Qc1#,Qc1#,Qc1#,TRUE,TRUE,TRUE
Qf8#,Qf8#,Qf8#,TRUE,TRUE,TRUE
Nd6#,Qf7#,Qf7#,FALSE,FALSE,TRUE
Qxf7#,Qxf7#,Qxf7#,TRUE,TRUE,TRUE
Qg7#,Qg7#,Qg7#,TRUE,TRUE,TRUE
Qxe4#,Qxe4#,Qxe4#,TRUE,TRUE,TRUE
Qh2#,Qh2#,Qh2#,TRUE,TRUE,TRUE
Rf1#,Rf1#,Rf1#,TRUE,TRUE,TRUE
Rg8#,Qe7#,Qe7#,FALSE,FALSE,TRUE
Qa5#,Qb4#,Qb4#,FALSE,FALSE,TRUE
Rf3#,Rf3#,Rf3#,TRUE,TRUE,TRUE
Ra6#,Ra6#,Ra6#,TRUE,TRUE,TRUE
Qh8#,Qh8#,Qh8#,TRUE,TRUE,TRUE
Qf7#,Re7#,Re7#,FALSE,FALSE,TRUE
Qe6#,Qe6#,Qe6#,TRUE,TRUE,TRUE
Ne2#,Bxd2#,Bxd2#,FALSE,FALSE,TRUE
Qxf1#,Qxf1#,Qxf1#,TRUE,TRUE,TRUE
Qxg2#,,garbage,FALSE,FALSE,TRUE
Rc1#,Qb2#,Qb2#,FALSE,FALSE,TRUE
Bf3#,Bf3#,Bf3#,TRUE,TRUE,TRUE
Qxh8#,Qxh8#,Qxh8#,TRUE,TRUE,TRUE
Qxh2#,,garbage,FALSE,FALSE,TRUE
Rd1#,Rd1#,Rd1#,TRUE,TRUE,TRUE
Qg7#,Qg7#,Qg7#,TRUE,TRUE,TRUE
Ra8#,Qb7#,Qb7#,FALSE,FALSE,TRUE
Rg1#,Rg1#,Rg1#,TRUE,TRUE,TRUE
Qc2#,,garbage,FALSE,FALSE,TRUE
Qd2#,Qd2#,Qd2#,TRUE,TRUE,TRUE
Rxe8#,Rxe8#,Rxe8#,TRUE,TRUE,TRUE
Qxg7#,Qxg7#,Qxg7#,TRUE,TRUE,TRUE
Qb2#,Qb2#,Qb2#,TRUE,TRUE,TRUE
Qf8#,Qf8#,Qf8#,TRUE,TRUE,TRUE
Qe8#,Qe8#,Qe8#,TRUE,TRUE,TRUE
Ra5#,Ra5#,Ra5#,TRUE,TRUE,TRUE
Rcf2#,Rcf2#,Rcf2#,TRUE,TRUE,TRUE
Qxa7#,Qxa7#,Qxa7#,TRUE,TRUE,TRUE
Qxb5#,Qxb5#,Qxb5#,TRUE,TRUE,TRUE
Bxf7#,,garbage,FALSE,FALSE,TRUE
Qxe8#,Qxe8#,Qxe8#,TRUE,TRUE,TRUE
Ne7#,Qh7#,Qh7#,FALSE,FALSE,TRUE
Rh7#,Rh2#,Rh2#,FALSE,FALSE,TRUE
Rh8#,Rh8#,Rh8#,TRUE,TRUE,TRUE
c6#,,garbage,FALSE,FALSE,TRUE
Bg6#,Qg6#,Qg6#,FALSE,FALSE,TRUE
Qf5#,Qf5#,Qf5#,TRUE,TRUE,TRUE
Rh1#,Rh1#,Rh1#,TRUE,TRUE,TRUE
Qf1#,Qf1#,Qf1#,TRUE,TRUE,TRUE
Qg5#,Qg5#,Qg5#,TRUE,TRUE,TRUE
Qxg2#,,garbage,FALSE,FALSE,TRUE
Rf1#,Rf7#,Rf7#,FALSE,FALSE,TRUE
Bd4#,,garbage,FALSE,FALSE,TRUE
Rd8#,Rd8#,Rd8#,TRUE,TRUE,TRUE
